1.5624,2.8366,3.6773
-1.6931,-1.5279,-0.15982
0.85765,1.9586,2.8721
1.2973,2.6079,3.6699
0.55382,1.3896,2.6089
0.10533,0.67396,2.1423
0.8323,1.6656,3.0252
2.5552,3.8559,4.8162
1.7645,2.8673,4.0399
1.367,2.6567,3.5619
2.0771,3.0036,3.7482
1.3154,2.5569,3.231
0.59314,1.8722,2.7399
-0.078361,1.092,1.8592
1.8511,3.1018,4.076
0.52141,1.298,2.5692
0.62267,1.7409,2.6299
1.4929,2.6902,3.3484
0.57713,1.0816,2.7177
1.9862,3.1017,4.2375
2.2662,3.5618,4.3782
0.90872,1.8542,3.1248
-0.47359,0.46392,1.3961
1.978,2.8745,3.9666
1.0423,1.8999,2.7151
1.4662,2.2505,3.2811
-0.26882,0.18016,1.3736
1.2901,2.2792,3.2158
0.39811,1.2328,2.1729
2.5672,4.0462,4.6573
1.7626,3.0136,3.6128
0.065606,0.99884,1.8758
-0.056468,0.93345,1.7757
1.7419,3.0849,3.5271
0.9484,1.6974,2.9915
1.3034,2.7885,3.3471
1.6471,3.4425,3.9276
0.39564,1.4042,2.428
1.7316,2.8004,3.5602
0.14341,0.91301,1.9902
1.1656,2.2061,3.2203
0.02859,0.57589,2.0573
1.9301,3.3799,3.8888
1.8028,2.8458,3.8822
1.9776,3.3254,4.161
2.4399,3.7624,4.781
1.2156,2.5714,3.4013
-0.1881,0.62475,1.687
1.265,2.212,3.3735
2.6693,3.7156,4.7049
2.8426,4.1908,5.0853
1.3738,2.6209,3.2385
1.9123,3.1347,3.9436
1.0804,2.1546,3.2094
0.1335,1.5414,2.424
1.6287,2.8604,3.7649
1.1253,2.3347,3.1393
0.34206,1.0821,2.2376
0.85323,2.2022,3.0216
1.4565,2.4634,3.4525
0.48628,1.275,2.4608
3.1522,4.4889,5.2264
0.43412,1.4778,2.3939
0.63221,1.5724,2.5321
2.3906,3.2021,4.5842
0.5312,1.536,2.6651
-0.57062,0.13519,1.2239
2.1058,3.1917,3.9651
1.548,2.7515,3.7167
2.2115,3.1005,4.1422
0.56163,1.2356,2.4046
1.1684,2.2364,3.3188
0.01537,1.1594,2.0274
1.8009,2.8495,3.8577
1.4818,2.3415,3.5342
0.42889,1.0413,2.4627
-0.026038,0.63016,1.9733
1.8234,2.8594,3.8619
0.14236,1.0251,2.3529
0.95412,1.5651,2.6783
0.62509,1.7714,2.5818
0.69921,1.6441,2.7516
-0.76235,-0.24244,1.0789
0.40366,1.4172,2.2627
1.5675,2.6499,3.5107
1.7508,3.0227,3.8883
1.1591,1.7001,3.0695
2.222,3.326,4.0513
0.38142,1.5975,2.2673
1.3664,2.4675,3.5665
1.3009,2.1057,3.1151
0.66324,1.6432,2.7817
-0.64787,0.33564,1.3784
0.64754,1.5374,2.718
0.74201,1.4571,2.6426
1.268,2.2931,3.4998
1.1351,2.077,2.9265
2.1554,3.4261,4.2733
2.5809,3.8214,4.7776
-1.0708,0.0085524,1.0109
0.16378,1.2241,2.2343
0.55292,1.5035,2.2952
0.57483,1.3336,2.4729
0.54613,1.0157,2.3019
1.5973,2.276,3.2552
2.9623,4.2077,4.9683
1.3529,2.3394,3.4941
0.8958,1.9875,2.7677
0.33307,1.552,2.3939
2.0371,3.0051,4.4908
0.46269,1.6655,2.3972
0.50308,1.4057,2.1898
0.65664,2.148,2.8806
1.1849,2.4747,2.9447
0.24826,1.1006,2.2699
-0.81701,-0.26697,1.1401
1.7254,2.8478,3.6063
-0.94563,-0.24873,0.701
0.66299,1.8985,2.8114
1.0864,2.4976,3.1928
-0.50925,0.69682,1.633
1.7566,2.8298,3.7948
1.0139,2.2162,2.7995
-0.31446,0.46688,1.3488
2.2811,3.5607,4.388
0.57526,1.4846,2.5098
0.98025,1.9424,2.8559
1.164,1.9592,3.2943
2.7091,3.9118,5.0887
1.2918,2.2951,3.259
1.2903,2.182,3.0884
-0.56753,0.13476,1.1236
1.0451,1.8896,2.991
1.1004,2.5309,3.4723
1.8166,3.1056,4.0189
-0.38544,0.023373,1.5723
1.005,2.0857,2.8185
1.2968,1.9099,3.2151
0.016581,0.77738,1.897
0.42878,1.3102,2.5086
0.78663,1.8356,2.9138
1.6493,2.5068,3.8209
-0.81622,0.099364,1.0063
2.5174,3.8447,4.9712
-0.70781,0.07549,1.2101
0.86245,1.503,2.7279
0.39752,1.272,2.5837
0.54342,1.3567,2.3618
1.4192,2.7748,3.7458
1.6901,3.1378,3.7029
0.30639,1.1709,2.3553
0.7522,1.7135,2.7802
2.4492,3.3804,4.3533
-0.95259,-0.10375,0.65639
2.1678,3.3994,4.3418
-0.67148,0.57323,1.5946
1.7476,2.7869,3.9126
1.129,1.7673,3.1898
-0.32768,0.37132,1.6435
1.4943,2.8143,3.7012
-0.87929,-0.64752,0.85701
0.052479,1.2322,1.8755
2.2051,3.3458,4.3064
-0.60806,0.054318,0.84472
1.6836,2.3971,3.6305
0.32529,1.241,2.3362
0.31533,0.9601,2.5137
1.7949,3.0948,3.669
0.32945,2.0059,2.5623
0.84702,1.9939,2.6915
1.0772,2.1528,2.9022
0.97849,2.0919,3.223
1.3862,2.4986,3.5396
0.95209,1.9241,3.0156
0.31375,1.1684,2.1259
2.103,3.4402,4.2462
0.11861,0.49373,1.8618
0.4539,1.1717,2.5251
0.25311,0.84517,2.1973
2.8505,4.3204,5.0017
0.99779,1.8485,3.0003
0.20752,0.78392,1.9803
1.5155,2.9798,3.7182
0.98926,1.6705,2.7671
1.0033,2.177,3.1505
0.9454,2.2335,2.9426
1.3342,2.1071,3.3423
0.71406,1.7136,2.6683
1.1411,2.2496,2.9469
1.1218,2.3366,3.1108
1.1083,2.1982,3.5476
1.0399,2.379,3.0376
1.5833,2.8636,3.8171
1.8717,3.0694,3.7419
1.7716,3.0345,3.7844
0.73126,1.9018,2.7048
1.3926,2.3077,3.103
0.27577,0.80649,1.9817
1.0222,2.0052,3.0197
1.3032,2.1045,3.0663
-0.29072,0.43969,1.7065
1.4662,2.6579,3.5202
-0.35759,0.52306,1.6033
-0.20563,0.58594,1.6015
-0.14955,0.97988,2.1174
1.29,2.2448,3.4858
1.4554,2.3826,3.3012
1.3221,2.5939,3.2577
0.21938,0.86657,1.8851
0.76292,1.6773,2.9565
1.39,2.4294,3.4561
1.9891,3.2286,3.996
1.4147,2.4677,3.3886
0.89938,1.778,2.9317
0.43144,1.4018,2.423
-0.60143,-0.024563,0.986
1.3814,2.2477,3.3185
-0.39605,0.33231,1.5769
0.75737,1.9745,2.9042
1.3496,2.3077,3.2053
2.3903,4.1218,4.4843
0.77222,1.6574,2.6006
0.53116,1.1898,2.3846
1.5556,2.6163,3.5697
0.68484,1.7035,2.6281
1.5125,2.1056,3.3136
0.53168,1.2766,2.0067
2.226,3.8133,4.3106
1.3646,2.3661,3.4212
1.0316,1.8887,2.9199
2.2674,3.6081,4.3442
1.3053,2.488,3.2808
1.6934,3.0535,3.961
1.6716,2.8345,3.5919
0.78067,1.7284,2.6198
1.379,2.2121,3.2185
0.49579,1.0264,2.459
0.1774,0.70865,2.1779
1.7784,3.1504,3.8651
-0.51583,0.32261,1.3162
1.5212,2.6268,3.8458
1.4039,2.5762,3.45
1.2955,2.1079,3.5387
