0,0,0,0,0,2,1,6,10,41,181,631,1297,1984,1764,1561,1341,947,1949,4191,10393,10102,11015,3485,2110,2938,3715,3267,1685,683,222,15,0,0,0,0,0,0,0,3,4,14,78,490,1215,1457,672,275,559,2249,2732,2188,7300,17065,16356,9089,2378,904,426,82,0,0,0,0,0,0,0,0,1,1,3,4,9,28,87,454,1555,1546,708,737,2178,4491,5285,5514,3769,10245,14383,11941,2409,172,16,0,0,0,0,0,0
69,397,2070,3455,4525,7714,8376,7426,6069,4838,2074,5601,9331,407,257,210,200,169,171,182,162,175,124,109,123,116,125,111,84,91,141,634,0,0,0,4,24,105,402,1681,3857,5689,6809,7826,8670,7963,6538,12106,890,254,221,227,213,156,182,133,149,126,147,116,150,118,117,663,0,0,0,0,0,0,0,0,2,11,12,91,365,1012,2255,4516,6189,8122,9443,8273,5349,2858,6127,7811,888,260,202,174,187,183,168,1038,0
978,1058,2171,5363,10377,11616,8119,7508,6849,5520,3450,1467,606,215,104,29,17,11,10,8,17,8,5,9,4,4,5,4,1,2,1,0,52,117,196,272,387,599,809,1128,1120,1602,1810,1849,2267,2328,2480,2607,3319,3183,2883,2885,2217,3366,7433,10117,8010,1993,455,41,8,2,0,1,264,244,428,571,818,1079,1363,1629,2045,2450,2620,2425,2602,2588,2260,1795,1538,1921,2251,2324,3223,7625,11455,7960,1683,333,33,7,1,0,1,0,0
2094,24005,10866,2375,670,375,339,292,299,381,377,403,470,649,681,607,634,686,913,1256,1367,1317,1073,989,909,1078,1277,1072,839,944,1109,5190,128,11202,11498,5758,3626,2682,2080,1514,821,581,433,395,346,312,359,442,399,470,535,553,598,741,680,570,472,592,597,685,933,1473,1796,12265,16,259,1814,1728,3581,3281,2550,2034,1788,1432,1257,1464,1552,1683,1957,2256,2655,2709,2452,2207,1953,1473,965,624,531,494,395,339,395,600,1226,17866,0
27,38,44,68,105,262,819,1826,2089,2859,3414,2972,2598,3624,4502,4273,4886,12229,2686,1534,1491,1394,1303,1201,1084,967,849,817,808,657,1085,3025,0,26,50,56,64,116,144,302,921,1840,2228,2883,3295,3178,2731,3168,3848,4200,4437,7515,9181,1601,1459,1356,1322,1115,995,955,885,796,700,4169,70,70,68,73,106,484,885,1188,1600,2066,2907,3070,3089,2656,2269,2280,3766,3479,3414,3929,7143,8943,1449,1246,1070,967,910,836,812,671,1124,2896,0
135,132,209,414,582,1003,1397,2028,2470,3070,5021,6239,2992,1391,1322,1673,3003,2782,3266,2895,1724,206,307,596,1463,2414,2879,3937,4538,4090,1341,17,50,78,117,210,338,552,795,962,1157,1507,2364,2604,3996,3544,2015,2513,2681,1719,1490,1803,3225,3332,3059,2457,1321,323,1366,3430,6055,6893,3553,27,46,89,118,218,417,735,1025,971,1242,1843,2010,2963,3575,2413,1602,1457,850,2065,2723,1937,1647,2798,3448,2996,2315,2126,552,3106,7201,9703,1326,19,0
0,1,209,875,2601,4456,4723,3831,2963,2327,2021,1730,1388,1189,1078,987,857,824,766,698,673,801,831,922,1122,1516,1840,1894,2638,3193,4404,12178,148,1320,4665,7464,6454,5021,3453,2431,2200,2716,2876,2973,2894,2869,2293,1944,1613,1455,1350,1414,1194,947,810,715,609,674,700,719,703,502,265,145,45285,9242,4282,2466,1395,886,586,397,248,213,142,114,60,52,34,26,14,13,11,10,17,6,10,15,10,2,0,0,0,0,0,0,0
4,192,359,655,1382,1713,1438,1204,1361,1913,2409,3987,4696,4360,3697,3519,4705,4230,3309,3323,4300,4541,3518,2058,1057,670,319,269,314,34,0,0,10,255,469,1154,1583,1279,1000,871,772,1110,1494,1879,2591,2873,3242,3043,2610,2300,1914,2163,2365,2935,3571,3211,5282,7413,5331,1811,672,309,22,2,63,426,737,1400,1449,1133,932,830,703,740,850,1126,1569,2129,2588,2818,2792,2667,2134,1607,1424,1664,2586,4164,3617,3949,8327,7638,2704,629,124,17,0
0,0,0,0,214,42,0,0,4,18,76,393,1669,5573,13449,7789,2831,2489,2434,2484,2534,2579,2598,2536,2479,2271,2067,1830,1580,1429,1234,2934,0,0,0,256,0,4,10,53,147,743,5594,14196,7887,3251,3107,2996,2922,2885,2765,2626,2540,2379,2028,1764,1496,1334,1158,886,895,776,612,226,0,0,0,28,228,0,0,7,20,73,281,1391,7252,13368,5935,2614,3035,2844,2704,2673,2699,2584,2548,2362,2226,1956,1650,1430,1282,1131,1005,2210,0
6824,4749,4831,4427,4266,2910,2469,2116,1452,1154,1120,1207,917,851,699,628,634,651,539,517,484,532,475,474,539,549,565,662,568,705,1287,15735,0,45,240,825,1543,2374,3451,4553,4365,3218,2681,2513,2486,1090,558,432,611,1020,2415,1748,1649,1206,906,971,869,836,843,927,1027,1042,1138,17954,2660,1839,1632,1365,1203,939,933,768,748,856,1011,948,854,815,752,764,802,968,1323,2072,4459,3936,2762,2901,3395,3398,1612,993,1199,1026,863,15740,0
